GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
GIS Join Match Code,NHGIS Integrated State Name,FIPS State Code,NHGIS Integrated State Code,NHGIS Integrated County Name,FIPS County Code,NHGIS Integrated County Code,1930: Persons: Total,1940: Persons: Total,1950: Persons: Total,1960: Persons: Total,1970: Persons: Total,1980: Persons: Total,1990: Persons: Total,2000: Persons: Total,2010: Persons: Total,2020: Persons: Total
"G4800670","Texas","48","480","Cass County","067","0670",30030,33496,26732,23496,24133,29430,29982,30438,30464,28454
"G4800690","Texas","48","480","Castro County","069","0690",4720,4631,5417,8923,10394,10556,9070,8285,8062,7371
"G4800710","Texas","48","480","Chambers County","071","0710",5710,7511,7871,10379,12187,18538,20088,26031,35096,46571
"G4800730","Texas","48","480","Cherokee County","073","0730",43180,43970,38694,33120,32008,38127,41049,46659,50845,50412
"G4800750","Texas","48","480","Childress County","075","0750",16044,12149,12123,8421,6605,6950,5953,7688,7041,6664
"G4800770","Texas","48","480","Clay County","077","0770",14545,12524,9896,8351,8079,9582,10024,11006,10752,10218
"G4800790","Texas","48","480","Cochran County","079","0790",1963,3735,5928,6417,5326,4825,4377,3730,3127,2547
"G4800810","Texas","48","480","Coke County","081","0810",5253,4590,4045,3589,3087,3196,3424,3864,3320,3285
"G4800830","Texas","48","480","Coleman County","083","0830",23669,20571,15503,12458,10288,10439,9710,9235,8895,7684
"G4800850","Texas","48","480","Collin County","085","0850",46180,47190,41692,41247,66920,144576,264036,491675,782341,1064465
"G4800870","Texas","48","480","Collingsworth County","087","0870",14461,10331,9139,6276,4755,4648,3573,3206,3057,2652
"G4800890","Texas","48","480","Colorado County","089","0890",19129,17812,17576,18463,17638,18823,18383,20390,20874,20557
"G4800910","Texas","48","480","Comal County","091","0910",11984,12321,16357,19844,24165,36446,51832,78021,108472,161501
"G4800930","Texas","48","480","Comanche County","093","0930",18430,19245,15516,11865,11898,12617,13381,14026,13974,13594
"G4800950","Texas","48","480","Concho County","095","0950",7645,6192,5078,3672,2937,2915,3044,3966,4087,3303
"G4800970","Texas","48","480","Cooke County","097","0970",24136,24909,22146,22560,23471,27656,30777,36363,38437,41668
"G4800990","Texas","48","480","Coryell County","099","0990",19999,20226,16284,23961,35311,56767,64213,74978,75388,83093
"G4801010","Texas","48","480","Cottle County","101","1010",9395,7079,6099,4207,3204,2947,2247,1904,1505,1380
"G4801030","Texas","48","480","Crane County","103","1030",2221,2841,3965,4699,4172,4600,4652,3996,4375,4675
"G4801050","Texas","48","480","Crockett County","105","1050",2590,2809,3981,4209,3885,4608,4078,4099,3719,3098
"G4801070","Texas","48","480","Crosby County","107","1070",11023,10046,9582,10347,9085,8859,7304,7072,6059,5133
"G4801090","Texas","48","480","Culberson County","109","1090",1228,1653,1825,2794,3429,3315,3407,2975,2398,2188
"G4801110","Texas","48","480","Dallam County","111","1110",7830,6494,7640,6302,6012,6531,5461,6222,6703,7115
"G4801130","Texas","48","480","Dallas County","113","1130",325691,398564,614799,951527,1327321,1556390,1852810,2218899,2368139,2613539
"G4801150","Texas","48","480","Dawson County","115","1150",13573,15367,19113,19185,16604,16184,14349,14985,13833,12456
"G4801170","Texas","48","480","Deaf Smith County","117","1170",5979,6056,9111,13187,18999,21165,19153,18561,19372,18583
"G4801190","Texas","48","480","Delta County","119","1190",13138,12858,8964,5860,4927,4839,4857,5327,5231,5230
"G4801210","Texas","48","480","Denton County","121","1210",32822,33658,41365,47432,75633,143126,273525,432976,662614,906422
"G4801230","Texas","48","480","DeWitt County","123","1230",27441,24935,22973,20683,18660,18903,18840,20013,20097,19824
"G4801250","Texas","48","480","Dickens County","125","1250",8601,7847,7177,4963,3737,3539,2571,2762,2444,1770
"G4801270","Texas","48","480","Dimmit County","127","1270",8828,8542,10654,10095,9039,11367,10433,10248,9996,8615
"G4801290","Texas","48","480","Donley County","129","1290",10262,7487,6216,4449,3641,4075,3696,3828,3677,3258
"G4801310","Texas","48","480","Duval County","131","1310",12191,20565,15643,13398,11722,12517,12918,13120,11782,9831
"G4801330","Texas","48","480","Eastland County","133","1330",34156,30345,23942,19526,18092,19480,18488,18297,18583,17725
"G4801350","Texas","48","480","Ector County","135","1350",3958,15051,42102,90995,91805,115374,118934,121123,137130,165171
"G4801370","Texas","48","480","Edwards County","137","1370",2764,2933,2908,2317,2107,2033,2266,2162,2002,1422
"G4801410","Texas","48","480","El Paso County","141","1410",131597,131067,194968,314070,359291,479899,591610,679622,800647,865657
"G4801390","Texas","48","480","Ellis County","139","1390",53936,47733,45645,43395,46638,59743,85167,111360,149610,192455
"G4801430","Texas","48","480","Erath County","143","1430",20804,20760,18434,16236,18141,22560,27991,33001,37890,42545
"G4801450","Texas","48","480","Falls County","145","1450",38771,35984,26724,21263,17300,17946,17712,18576,17866,16968
"G4801470","Texas","48","480","Fannin County","147","1470",41163,41064,31253,23880,22705,24285,24804,31242,33915,35662
"G4801490","Texas","48","480","Fayette County","149","1490",30708,29246,24176,20384,17650,18832,20095,21804,24554,24435
"G4801510","Texas","48","480","Fisher County","151","1510",13563,12932,11023,7865,6344,5891,4842,4344,3974,3672
"G4801530","Texas","48","480","Floyd County","153","1530",12409,10659,10535,12369,11044,9834,8497,7771,6446,5402
"G4801550","Texas","48","480","Foard County","155","1550",6315,5237,4216,3125,2211,2158,1794,1622,1336,1095
"G4801570","Texas","48","480","Fort Bend County","157","1570",29718,32963,31056,40527,52314,130846,225421,354452,585375,822779
"G4801590","Texas","48","480","Franklin County","159","1590",8494,8378,6257,5101,5291,6893,7802,9458,10605,10359
"G4801610","Texas","48","480","Freestone County","161","1610",22589,21138,15696,12525,11116,14830,15818,17867,19816,19435
"G4801630","Texas","48","480","Frio County","163","1630",9411,9207,10357,10112,11159,13785,13472,16252,17217,18385
"G4801650","Texas","48","480","Gaines County","165","1650",2800,8136,8909,12267,11593,13150,14123,14467,17526,21598
"G4801670","Texas","48","480","Galveston County","167","1670",64401,81173,113066,140364,169812,195940,217399,250158,291309,350682
"G4801690","Texas","48","480","Garza County","169","1690",5586,5678,6281,6611,5289,5336,5143,4872,6461,5816
"G4801710","Texas","48","480","Gillespie County","171","1710",11020,10670,10520,10048,10553,13532,17204,20814,24837,26725
"G4801730","Texas","48","480","Glasscock County","173","1730",1263,1193,1089,1118,1155,1304,1447,1406,1226,1116
"G4801750","Texas","48","480","Goliad County","175","1750",10093,8798,6219,5429,4869,5193,5980,6928,7210,7012
"G4801770","Texas","48","480","Gonzales County","177","1770",28337,26075,21164,17845,16375,16883,17205,18628,19807,19653
"G4801790","Texas","48","480","Gray County","179","1790",22090,23911,24728,31535,26949,26386,23967,22744,22535,21227
"G4801810","Texas","48","480","Grayson County","181","1810",65843,69499,70467,73043,83225,89796,95021,110595,120877,135543
"G4801830","Texas","48","480","Gregg County","183","1830",15778,58027,61258,69436,75929,99487,104948,111379,121730,124239
"G4801850","Texas","48","480","Grimes County","185","1850",22642,21960,15135,12709,11855,13580,18828,23552,26604,29268
"G4801870","Texas","48","480","Guadalupe County","187","1870",28925,25596,25392,29017,33554,46708,64873,89023,131533,172706
"G4801890","Texas","48","480","Hale County","189","1890",20189,18813,28211,36798,34137,37592,34671,36602,36273,32522
"G4801910","Texas","48","480","Hall County","191","1910",16966,12117,10930,7322,6015,5594,3905,3782,3353,2825
"G4801930","Texas","48","480","Hamilton County","193","1930",13523,13303,10660,8488,7198,8297,7733,8229,8517,8222
"G4801950","Texas","48","480","Hansford County","195","1950",3548,2783,4202,6208,6351,6209,5848,5369,5613,5285
"G4801970","Texas","48","480","Hardeman County","197","1970",14532,11073,10212,8275,6795,6368,5283,4724,4139,3549
"G4801990","Texas","48","480","Hardin County","199","1990",13936,15875,19535,24629,29996,40721,41320,48073,54635,56231
"G4802010","Texas","48","480","Harris County","201","2010",359328,528961,806701,1243158,1741912,2409547,2818199,3400578,4092459,4731145
"G4802030","Texas","48","480","Harrison County","203","2030",48937,50900,47745,45594,44841,52265,57483,62110,65631,68839
"G4802050","Texas","48","480","Hartley County","205","2050",2185,1873,1913,2171,2782,3987,3634,5537,6062,5382
"G4802070","Texas","48","480","Haskell County","207","2070",16669,14905,13736,11174,8512,7725,6820,6093,5899,5416
"G4802090","Texas","48","480","Hays County","209","2090",14915,15349,17840,19934,27642,40594,65614,97589,157107,241067
"G4802110","Texas","48","480","Hemphill County","211","2110",4637,4170,4123,3185,3084,5304,3720,3351,3807,3382
"G4802130","Texas","48","480","Henderson County","213","2130",30583,31822,23405,21786,26466,42606,58543,73277,78532,82150
"G4802150","Texas","48","480","Hidalgo County","215","2150",77004,106059,160446,180904,181535,283229,383545,569463,774769,870781
"G4802170","Texas","48","480","Hill County","217","2170",43036,38355,31282,23650,22596,25024,27146,32321,35089,35874
"G4802190","Texas","48","480","Hockley County","219","2190",9298,12693,20407,22340,20396,23230,24199,22716,22935,21537
"G4802210","Texas","48","480","Hood County","221","2210",6779,6674,5287,5443,6368,17714,28981,41100,51182,61598
"G4802230","Texas","48","480","Hopkins County","223","2230",29410,30274,23490,18594,20710,25247,28833,31960,35161,36787
"G4802250","Texas","48","480","Houston County","225","2250",30017,31137,22825,19376,17855,22299,21375,23185,23732,22066
"G4802270","Texas","48","480","Howard County","227","2270",22888,20990,26722,40139,37796,33142,32343,33627,35012,34860
"G4802290","Texas","48","480","Hudspeth County","229","2290",3728,3149,4298,3343,2392,2728,2915,3344,3476,3202
"G4802310","Texas","48","480","Hunt County","231","2310",49016,48793,42731,39399,47948,55248,64343,76596,86129,99956
"G4802330","Texas","48","480","Hutchinson County","233","2330",14848,19069,31580,34419,24443,26304,25689,23857,22150,20617
"G4802350","Texas","48","480","Irion County","235","2350",2049,1963,1590,1183,1070,1386,1629,1771,1599,1513
"G4802370","Texas","48","480","Jack County","237","2370",9046,10206,7755,7418,6711,7408,6981,8763,9044,8472
"G4802390","Texas","48","480","Jackson County","239","2390",10980,11720,12916,14040,12975,13352,13039,14391,14075,14988
"G4802410","Texas","48","480","Jasper County","241","2410",17064,17491,20049,22100,24692,30781,31102,35604,35710,32980
"G4802430","Texas","48","480","Jeff Davis County","243","2430",1800,2375,2090,1582,1527,1647,1946,2207,2342,1996
"G4802450","Texas","48","480","Jefferson County","245","2450",133391,145329,195083,245659,244773,250938,239397,252051,252273,256526
"G4802470","Texas","48","480","Jim Hogg County","247","2470",4919,5449,5389,5022,4654,5168,5109,5281,5300,4838
"G4802490","Texas","48","480","Jim Wells County","249","2490",13456,20239,27991,34548,33032,36498,37679,39326,40838,38891
"G4802510","Texas","48","480","Johnson County","251","2510",33317,30384,31390,34720,45769,67649,97165,126811,150934,179927
"G4802530","Texas","48","480","Jones County","253","2530",24233,23378,22147,19299,16106,17268,16490,20785,20202,19663
"G4802550","Texas","48","480","Karnes County","255","2550",23316,19248,17139,14995,13462,13593,12455,15446,14824,14710
"G4802570","Texas","48","480","Kaufman County","257","2570",40905,38308,31170,29931,32392,39015,52220,71313,103350,145310
"G4802590","Texas","48","480","Kendall County","259","2590",4970,5080,5423,5889,6964,10635,14589,23743,33410,44279
"G4802610","Texas","48","480","Kenedy County","261","2610",701,700,632,884,678,543,460,414,416,350
"G4802630","Texas","48","480","Kent County","263","2630",3851,3413,2249,1727,1434,1145,1010,859,808,753
"G4802650","Texas","48","480","Kerr County","265","2650",10151,11650,14022,16800,19454,28780,36304,43653,49625,52598
"G4802670","Texas","48","480","Kimble County","267","2670",4119,5064,4619,3943,3904,4063,4122,4468,4607,4286
"G4802690","Texas","48","480","King County","269","2690",1193,1066,870,640,464,425,354,356,286,265
"G4802710","Texas","48","480","Kinney County","271","2710",3980,4533,2668,2452,2006,2279,3119,3379,3598,3129
"G4802730","Texas","48","480","Kleberg County","273","2730",12451,13344,21991,30052,33166,33358,30274,31549,32061,31040
"G4802750","Texas","48","480","Knox County","275","2750",11368,10090,10082,7857,5972,5329,4837,4253,3719,3353
"G4802830","Texas","48","480","La Salle County","283","2830",8228,8003,7485,5972,5014,5514,5254,5866,6886,6664
"G4802770","Texas","48","480","Lamar County","277","2770",48529,50425,43033,34234,36062,42156,43949,48499,49793,50088
"G4802790","Texas","48","480","Lamb County","279","2790",17452,17606,20015,21896,17770,18669,15072,14709,13977,13045
"G4802810","Texas","48","480","Lampasas County","281","2810",8677,9167,9929,9418,9323,12005,13521,17762,19677,21627
"G4802850","Texas","48","480","Lavaca County","285","2850",27550,25485,22159,20174,17903,19004,18690,19210,19263,20337
"G4802870","Texas","48","480","Lee County","287","2870",13390,12751,10144,8949,8048,10952,12854,15657,16612,17478
"G4802890","Texas","48","480","Leon County","289","2890",19898,17733,12024,9951,8738,9594,12665,15335,16801,15719
"G4802910","Texas","48","480","Liberty County","291","2910",19868,24541,26729,31595,33014,47088,52726,70154,75643,91628
"G4802930","Texas","48","480","Limestone County","293","2930",39497,33781,25251,20413,18100,20224,20946,22051,23384,22146
"G4802950","Texas","48","480","Lipscomb County","295","2950",4512,3764,3658,3406,3486,3766,3143,3057,3302,3059
"G4802970","Texas","48","480","Live Oak County","297","2970",8956,9799,9054,7846,6697,9606,9556,12309,11531,11335
"G4802990","Texas","48","480","Llano County","299","2990",5538,5996,5377,5240,6979,10144,11631,17044,19301,21243
"G4803010","Texas","48","480","Loving County","301","3010",195,285,227,226,164,91,107,67,82,64
"G4803030","Texas","48","480","Lubbock County","303","3030",39104,51782,101048,156271,179295,211651,222636,242628,278831,310639
"G4803050","Texas","48","480","Lynn County","305","3050",12372,11931,11030,10914,9107,8605,6758,6550,5915,5596
"G4803130","Texas","48","480","Madison County","313","3130",12227,12029,7996,6749,7693,10649,10931,12940,13664,13455
"G4803150","Texas","48","480","Marion County","315","3150",10371,11457,10172,8049,8517,10360,9984,10941,10546,9725
"G4803170","Texas","48","480","Martin County","317","3170",5785,5556,5541,5068,4774,4684,4956,4746,4799,5237
"G4803190","Texas","48","480","Mason County","319","3190",5511,5378,4945,3780,3356,3683,3423,3738,4012,3953
"G4803210","Texas","48","480","Matagorda County","321","3210",17678,20066,21559,25744,27913,37828,36928,37957,36702,36255
"G4803230","Texas","48","480","Maverick County","323","3230",6120,10071,12292,14508,18093,31398,36378,47297,54258,57887
"G4803070","Texas","48","480","McCulloch County","307","3070",13883,13208,11701,8815,8571,8735,8778,8205,8283,7630
"G4803090","Texas","48","480","McLennan County","309","3090",98682,101898,130194,150091,147553,170755,189123,213517,234906,260579
"G4803110","Texas","48","480","McMullen County","311","3110",1351,1374,1187,1116,1095,789,817,851,707,600
"G4803250","Texas","48","480","Medina County","325","3250",13989,16106,17013,18904,20249,23164,27312,39304,46006,50748
"G4803270","Texas","48","480","Menard County","327","3270",4447,4521,4175,2964,2646,2346,2252,2360,2242,1962
"G4803290","Texas","48","480","Midland County","329","3290",8005,11721,25785,67717,65433,82636,106611,116009,136872,169983
"G4803310","Texas","48","480","Milam County","331","3310",37915,33120,23585,22263,20028,22732,22946,24238,24757,24754
